head,grouping,cell,class,n_rows,observed,predicted,gap,relative_gap
contact,count,1-0,positive,29136,0.7568643602416255,0.7481402804557558,-0.008724079785869754,-0.011526609316211732
contact,count,1-1,positive,38621,0.760751922529194,0.7471841860345744,-0.01356773649461962,-0.017834639772598086
contact,count,1-2,positive,40299,0.7569418595994938,0.7399932665862773,-0.016948593013216495,-0.022390878240218053
contact,count,2-0,positive,9576,0.7967836257309941,0.780176709865685,-0.016606915865309158,-0.02084244119609443
contact,count,2-1,positive,20929,0.7889053466481915,0.768597447449982,-0.02030789919820941,-0.02574187040877747
contact,count,2-2,positive,38094,0.7886281304142385,0.7709455996856421,-0.01768253072859638,-0.02242188687754312
contact,count,3-0,positive,672,0.8720238095238095,0.8532224805620943,-0.01880132896171527,-0.021560568365653003
contact,count,3-1,positive,8205,0.8204753199268738,0.8121894147001724,-0.008285905226701473,-0.010098908553934282
contact,count,3-2,positive,25239,0.8274099607749911,0.8142642580440156,-0.013145702730975484,-0.015887774324909745
contact,handedness,LvL,positive,24800,0.761491935483871,0.7492549335598435,-0.012237001924027435,-0.016069772185114132
contact,handedness,LvR,positive,117746,0.7766208618551798,0.7614019716760949,-0.015218890179084843,-0.019596293283610997
contact,handedness,RvL,positive,65803,0.7663024482166466,0.7571842783906928,-0.009118169825953815,-0.011898917780014654
