batter,stand,stratum,centered_obs,centered_pred,agree
683011,R,medium,-0.01464714585749911,-0.0030415983358876835,True
683021,R,low,0.037458115851248794,-0.0027911116822557838,False
683083,L,low,0.09074384462743505,0.01776868775401532,True
683146,L,low,-0.022709948770789044,-0.012417420344178275,True
683734,R,medium,0.023882405243496187,0.0036632920980982173,True
683737,L,low,0.006014308080208256,-0.006933564521840074,False
686217,L,low,0.030157879060847555,0.0036891290522026235,True
686452,L,low,-0.09656570089620065,0.018045601230128622,False
686469,L,medium,-0.016984303803115046,-0.009314397014043276,True
686527,L,low,-0.21559264485207755,-0.013570865907758578,True
686611,R,low,0.07402422084330308,0.0004478704994059172,True
686668,R,medium,-0.03633921252374931,-0.0018499370457733828,True
686676,R,low,-0.027084766146718307,-0.0021103788975774824,True
686681,L,medium,0.030003792808143855,-0.004032618886720074,False
686765,L,low,0.019890127290009656,0.01776868775401532,True
686780,R,low,-0.03265222773070631,0.0004478704994059172,False
686797,L,low,0.044314827889985954,0.01776868775401532,True
686823,L,low,-0.12788855721172263,-0.0046802278350992765,True
686894,R,medium,0.1477400938591761,0.0029253479466748184,True
687093,R,low,0.07384842719250949,-0.00047813641315408266,False
687231,R,low,0.07331765821825309,0.0004478704994059172,True
687263,R,low,0.11191301065112598,0.003295588881550718,True
687363,L,low,0.046004884033936454,-0.005321757643873874,False
687401,R,low,0.008793939381220892,0.0032662680828934153,True
687462,L,low,-0.09940085513189445,-0.0032977752740152785,True
687529,L,low,-0.03080290552164055,-0.005321757643873874,True
687597,R,low,-0.046252030509510614,0.0004478704994059172,False
687952,R,low,-0.07239248268021141,-0.006141902281715083,True
689172,L,low,0.14029799847435537,-0.0059730075584317754,False
690291,L,low,0.06528746345897225,-0.005321757643873874,False
690993,L,low,0.055912872262806654,-0.005321757643873874,False
691011,L,low,0.016472674453939355,0.01776868775401532,True
691016,L,low,0.05056106208969535,-0.013327916871789879,False
691023,R,medium,0.03717964629217119,0.004147916836572717,True
691026,R,low,0.029187398860911293,-0.0014289931533700822,False
691176,L,low,-0.05541905024648095,0.018231118751006123,False
691406,R,low,0.026895849614931893,0.0016175064303786176,True
691594,R,low,-0.0737876839186016,0.0004478704994059172,False
691718,L,low,-0.0074213841304104425,-0.0061950952112239735,True
691723,R,low,0.1011939590834268,0.0004478704994059172,True
693304,R,low,0.042048921178763785,-0.002807799229240184,False
693307,R,low,-0.1126783290798919,0.0004478704994059172,False
694175,R,low,0.05928049789958019,0.0004478704994059172,True
694192,R,low,-0.0697722123447375,0.0004478704994059172,False
694359,L,low,0.20331007524759007,-0.005321757643873874,False
694362,R,low,0.044922922142004384,0.0004478704994059172,True
694376,R,low,-0.1761778624900302,0.0004478704994059172,False
694384,L,low,0.026300516515265656,0.0018478874376280235,True
694388,L,low,-9.519134008754288e-05,-0.005321757643873874,True
694497,L,low,-0.13464217877107715,-0.011163928245986478,True
694671,R,low,0.05003268615250368,0.0004478704994059172,True
695238,L,low,-0.09608907247968254,-0.005321757643873874,True
695257,R,low,0.2614187263378085,0.0004478704994059172,True
695336,R,low,0.09236231608139839,0.0004478704994059172,True
695391,R,low,-0.04446253520743171,0.0004478704994059172,False
695578,L,low,-0.04280224618098124,-0.005321757643873874,True
696100,R,low,0.024964424118288992,0.0022303953909038176,True
696285,R,low,0.009400461715406892,0.0022792793583096185,True
700242,L,low,0.11055329842766676,-0.005321757643873874,False
700250,L,low,-0.016396582020580246,-0.005321757643873874,True
700932,L,low,-0.028660145340645045,-0.005321757643873874,True
701305,R,low,-0.2158607283160646,0.0004478704994059172,False
701538,L,low,-0.06315155224528723,-0.005321757643873874,True
702358,R,low,-0.1613718132718354,0.0004478704994059172,False
702616,L,low,-0.03011767904655905,-0.005321757643873874,True
805779,R,low,0.0629509524450347,0.0004478704994059172,True
807799,L,medium,-0.07380100997901015,-0.00795088762439778,True
808982,L,low,-0.039933907671664444,-0.005321757643873874,True
